labour_characteristic,date,person_count,Unit
Employment rate,2019-06-01,61.6,Percent
Employment rate,2019-07-01,61.4,Percent
Employment rate,2019-08-01,61.7,Percent
Employment rate,2019-09-01,61.7,Percent
Employment rate,2019-10-01,61.5,Percent
Employment rate,2019-11-01,61.6,Percent
Employment rate,2019-12-01,61.8,Percent
Employment rate,2020-01-01,61.8,Percent
Employment rate,2020-02-01,61.6,Percent
Employment rate,2020-03-01,57.7,Percent
Employment rate,2020-04-01,51.9,Percent
Employment rate,2020-05-01,51.8,Percent
Employment rate,2020-06-01,55.1,Percent
Employment rate,2020-07-01,56.4,Percent
Employment rate,2020-08-01,57.4,Percent
Employment rate,2020-09-01,58.9,Percent
Employment rate,2020-10-01,59.2,Percent
Employment rate,2020-11-01,59.4,Percent
Employment rate,2020-12-01,59.2,Percent
Employment rate,2021-01-01,57.8,Percent
Employment rate,2021-02-01,58.7,Percent
Employment rate,2021-03-01,59.8,Percent
Employment rate,2021-04-01,58.7,Percent
Employment rate,2021-05-01,58.4,Percent
Employment rate,2021-06-01,59.4,Percent
Employment rate,2021-07-01,60.1,Percent
Employment rate,2021-08-01,60.3,Percent
Employment rate,2021-09-01,61,Percent
Employment rate,2021-10-01,61.2,Percent
Employment rate,2021-11-01,61.7,Percent
Employment rate,2021-12-01,62,Percent
Employment rate,2022-01-01,60.6,Percent
Employment rate,2022-02-01,62,Percent
Employment rate,2022-03-01,62,Percent
Employment rate,2022-04-01,62.2,Percent
Employment rate,2022-05-01,62.2,Percent
Employment rate,2022-06-01,61.9,Percent
Employment rate,2022-07-01,62,Percent
Employment rate,2022-08-01,61.7,Percent
Employment rate,2022-09-01,61.4,Percent
Employment rate,2022-10-01,61.7,Percent
Employment rate,2022-11-01,61.7,Percent
Employment rate,2022-12-01,62,Percent
Employment rate,2023-01-01,62.1,Percent
Employment rate,2023-02-01,62.2,Percent
Employment rate,2023-03-01,62.3,Percent
Employment rate,2023-04-01,62.3,Percent
Employment rate,2023-05-01,62.1,Percent
Employment rate,2023-06-01,62.3,Percent
Employment rate,2023-07-01,62.1,Percent
Employment rate,2023-08-01,62,Percent
Employment rate,2023-09-01,62,Percent
Employment rate,2023-10-01,61.7,Percent
Employment rate,2023-11-01,61.6,Percent
Employment rate,2023-12-01,61.2,Percent
Employment rate,2024-01-01,61,Percent
Employment rate,2024-02-01,60.9,Percent
Employment rate,2024-03-01,61,Percent
Employment rate,2024-04-01,60.9,Percent
Employment rate,2024-05-01,61,Percent
Employment rate,2024-06-01,60.8,Percent
Employment rate,2024-07-01,60.8,Percent
Employment rate,2024-08-01,60.6,Percent
Employment rate,2024-09-01,60.6,Percent
Employment rate,2024-10-01,60.3,Percent
Employment rate,2024-11-01,60.2,Percent
Employment rate,2024-12-01,60.3,Percent
Employment rate,2025-01-01,60.4,Percent
Employment rate,2025-02-01,60.4,Percent
Employment rate,2025-03-01,60.2,Percent
Employment rate,2025-04-01,59.9,Percent
Employment rate,2025-05-01,59.9,Percent
Employment rate,2025-06-01,59.9,Percent
Employment rate,2025-07-01,59.9,Percent
Employment rate,2025-08-01,59.7,Percent
Employment rate ,2025-09-01,59.7,Percent
Employment rate ,2025-10-01,60.1,Percent
Employment rate ,2025-11-01,60.1,Percent
Employment rate ,2025-12-01,60.2,Percent
